Perioden;Regio's;Gezondheid en welzijn/Huisartsenpraktijk/Afstand tot huisartsenpraktijk (km);Gezondheid en welzijn/Huisartsenpraktijk/Aantal huisartsenpraktijken/Binnen 1 km (aantal);Gezondheid en welzijn/Huisartsenpraktijk/Aantal huisartsenpraktijken/Binnen 3 km (aantal);Gezondheid en welzijn/Huisartsenpraktijk/Aantal huisartsenpraktijken/Binnen 5 km (aantal);Gezondheid en welzijn/Huisartsenpraktijk/Afstand tot huisartsenpost (km);Gezondheid en welzijn/Afstand tot apotheek (km);Gezondheid en welzijn/Ziekenhuis (incl. buitenpolikliniek)/Afstand tot ziekenhuis (km);Gezondheid en welzijn/Ziekenhuis (excl. buitenpolikliniek)/Afstand tot ziekenhuis (km);Gezondheid en welzijn/Afstand tot consultatiebureau (km);Gezondheid en welzijn/Fysiotherapeut/Afstand tot fysiotherapeut (km);Detailhandel/Winkels dagelijkse boodschappen/Afstand tot grote supermarkt (km);Detailhandel/Winkels dagelijkse boodschappen/Afstand tot ov. dagel. levensmiddelen (km);Detailhandel/Warenhuis/Afstand tot warenhuis (km);Horeca/Cafés en dergelijke/Afstand tot café e.d. (km);Horeca/Cafetaria's en dergelijke/Afstand tot cafetaria e.d. (km);Horeca/Restaurants/Afstand tot restaurant (km);Horeca/Hotels en dergelijke/Afstand tot hotel e.d. (km);Groenvoorzieningen/Openbaar groen/Afstand tot openbaar groen totaal (km);Groenvoorzieningen/Openbaar groen/Afstand tot park of plantsoen (km);Groenvoorzieningen/Openbaar groen/Afstand tot dagrecreatief terrein (km);Groenvoorzieningen/Openbaar groen/Afstand tot bos (km);Groenvoorzieningen/Openbaar groen/Afstand tot open natuurlijk terrein/Afstand tot open nat. terrein totaal (km);Groenvoorzieningen/Openbaar groen/Afstand tot open natuurlijk terrein/Afstand tot open droog nat. terrein (km);Groenvoorzieningen/Openbaar groen/Afstand tot open natuurlijk terrein/Afstand tot open nat natuurlijk terrein (km);Groenvoorzieningen/Semi-openbaar groen/Afstand tot semi-openbaar groen totaal (km);Groenvoorzieningen/Semi-openbaar groen/Afstand tot sportterrein (km);Groenvoorzieningen/Semi-openbaar groen/Afstand tot volkstuin (km);Groenvoorzieningen/Semi-openbaar groen/Afstand tot verblijfsrecreatief terrein (km);Groenvoorzieningen/Semi-openbaar groen/Afstand tot begraafplaats (km);Groenvoorzieningen/Afstand tot recreatief binnenwater (km);Vrije tijd en cultuur/Afstand tot bibliotheek (km);Vrije tijd en cultuur/Sport/Afstand tot zwembad (km);Vrije tijd en cultuur/Sport/Afstand tot kunstijsbaan (km);Vrije tijd en cultuur/Museum/Afstand tot museum (km);Vrije tijd en cultuur/Podiumkunsten (excl. festivals)/Afstand tot podiumkunsten totaal (km);Vrije tijd en cultuur/Podiumkunsten (excl. festivals)/Aantal podiumkunsten totaal/Binnen 5 km (aantal);Vrije tijd en cultuur/Podiumkunsten (excl. festivals)/Aantal podiumkunsten totaal/Binnen 10 km (aantal);Vrije tijd en cultuur/Podiumkunsten (excl. festivals)/Aantal podiumkunsten totaal/Binnen 20 km (aantal);Vrije tijd en cultuur/Podiumkunsten (excl. festivals)/Afstand tot poppodium (km);Vrije tijd en cultuur/Bioscoop/Afstand tot bioscoop (km);Vrije tijd en cultuur/Recreatie/Afstand tot sauna (km);Vrije tijd en cultuur/Recreatie/Afstand tot zonnebank (km);Vrije tijd en cultuur/Recreatie/Afstand tot attractie (km)
2021;Tubbergen;     2.0;     0.6;     1.0;     2.4;    13.8;     2.3;     4.9;    13.8;       .;       .;     1.7;     1.4;     4.0;     1.8;     1.8;     1.0;     3.0;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     3.9;     4.0;    24.8;     7.7;    10.3;     0.0;     1.0;     5.2;    19.6;    10.9;    10.4;    10.2;     6.7
2016;Twenterand;     1.0;     1.1;     3.1;     4.4;    13.8;     1.3;     5.8;    13.8;       .;       .;     1.0;     0.8;     2.6;     1.0;     0.8;     1.0;    10.2;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.4;     6.3;    31.9;     4.6;    11.4;     0.0;     0.8;     5.5;    27.0;    11.7;    13.6;     5.9;     7.8
2017;Twenterand;     1.0;     1.2;     3.1;     4.5;       .;     1.2;     5.8;    13.8;       .;       .;     1.0;     0.8;     2.6;     1.0;     0.8;     1.0;    10.2;     0.8;     1.6;     4.5;     1.4;     3.6;     3.7;     5.4;     0.9;     1.2;     6.2;     3.2;     1.5;     3.7;     1.4;     6.3;    32.1;     4.6;    11.4;     0.0;     0.8;     5.5;    27.0;    11.7;    13.6;     5.9;     7.8
2018;Twenterand;     1.0;     1.1;     2.8;     4.1;    13.8;     1.2;     5.8;    13.8;       .;       .;     1.0;     0.8;     2.6;     0.9;     0.8;     1.0;     6.9;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.4;     6.3;    32.1;     5.5;    11.4;     0.0;     0.8;     5.5;    27.0;    11.7;    13.6;     5.9;     7.8
2019;Twenterand;     1.0;     1.2;     2.8;     4.1;    13.5;     1.3;     5.7;    13.5;       .;       .;     1.0;     0.8;     2.7;     1.0;     0.8;     1.0;     7.0;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.3;     6.3;    31.8;     5.6;    11.4;     0.0;     0.8;     5.5;    26.8;    12.4;    13.6;     5.9;     7.8
2020;Twenterand;     1.0;     1.2;     2.8;     4.1;    13.4;     1.3;     5.7;    13.5;       .;       .;     1.0;     0.8;     2.7;     1.0;     0.8;     1.0;     5.8;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.3;     6.3;    31.8;     5.6;    11.4;     0.0;     0.8;     5.5;    26.8;    12.4;    16.2;     5.9;     7.8
2021;Twenterand;     1.0;     1.2;     2.8;     4.0;    13.4;     1.3;     5.7;    13.5;       .;       .;     1.0;     0.9;     2.6;     1.0;     0.8;     1.0;     5.8;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.3;     6.3;    32.0;     5.6;    11.5;     0.0;     0.8;     5.5;    26.9;    12.5;    16.2;     5.9;     7.9
2016;Vaals;     1.5;     1.4;     2.4;     3.1;    14.2;     1.5;    14.2;    14.2;       .;       .;     1.4;     0.7;     1.9;     0.6;     1.1;     0.4;     0.7;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.7;    10.5;    29.2;     2.0;    16.3;     0.0;     0.0;     5.0;    16.5;    12.9;    13.2;     1.8;    12.9
2017;Vaals;     1.4;     1.4;     2.5;     3.1;       .;     1.4;    14.2;    14.2;       .;       .;     1.4;     0.8;     1.9;     0.6;     1.1;     0.4;     0.7;     0.4;     1.1;     2.9;     1.0;     9.6;     9.6;    16.3;     0.6;     0.7;    14.0;     0.9;     1.9;    14.6;     1.6;    10.5;    29.2;     2.0;    15.7;     0.0;     0.0;     4.0;    16.5;    12.6;    13.2;     1.8;    12.9
2018;Vaals;     1.4;     1.5;     2.5;     3.1;    14.2;     1.4;    14.2;    14.2;       .;       .;     1.4;     0.8;     1.9;     0.6;     1.0;     0.4;     0.7;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.6;    10.7;    29.2;     2.0;    15.7;     0.0;     0.0;     4.0;    16.5;    12.6;    13.3;     1.8;    12.9
2019;Vaals;     1.4;     1.5;     2.5;     3.1;    14.2;     1.4;    14.2;    14.2;       .;       .;     1.3;     0.8;     1.7;     0.6;     1.0;     0.4;     0.7;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.6;    10.7;    28.8;     2.0;    15.7;     0.0;     0.0;     4.0;    16.4;    12.9;    13.2;     1.7;    12.9
2020;Vaals;     1.4;     1.0;     1.7;     2.1;    14.2;     1.4;    14.2;    14.2;       .;       .;     1.3;     0.8;     1.7;     0.6;     1.0;     0.4;     0.7;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.6;    10.7;    28.9;     2.0;    15.7;     0.0;     0.0;     4.0;    16.5;    12.9;    13.2;     1.6;    12.9
2021;Vaals;     1.4;     1.0;     1.7;     2.1;    14.2;     1.4;    14.2;    14.2;       .;       .;     1.5;     0.8;     1.6;     0.6;     1.1;     0.5;     0.7;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.6;    10.7;    28.9;     2.0;    15.7;     0.0;     0.0;     4.0;    16.5;    12.9;    13.2;     1.6;    12.9
2016;Valkenburg aan de Geul;     1.0;     1.2;     2.9;     8.5;     9.4;     1.4;     7.2;     9.4;       .;       .;     1.0;     0.9;     2.2;     0.5;     0.7;     0.7;     0.5;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.4;     2.3;    13.9;     2.0;     2.3;     1.0;     2.5;     9.8;    10.0;     9.6;     1.9;     6.7;     2.0
2017;Valkenburg aan de Geul;     1.0;     1.2;     2.9;     8.6;       .;     1.4;     7.2;     9.4;       .;       .;     1.0;     0.9;     2.2;     0.5;     0.7;     0.7;     0.5;     0.4;     1.7;     1.7;     0.5;     2.0;     2.4;     2.6;     0.6;     0.7;     6.3;     1.0;     2.2;     8.0;     1.4;     2.3;    13.9;     2.0;     2.3;     1.0;     2.5;     9.2;    10.1;     9.6;     1.9;     6.7;     2.0
2018;Valkenburg aan de Geul;     1.0;     1.2;     2.9;     8.3;     9.6;     1.4;     7.2;     9.6;       .;       .;     1.2;     0.9;     2.2;     0.5;     0.8;     0.7;     0.5;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.4;     2.3;    13.9;     2.0;     2.3;     1.0;     2.4;     9.2;    10.1;     9.4;     2.3;     2.2;     2.0
2019;Valkenburg aan de Geul;     1.0;     1.2;     3.0;     8.3;     9.6;     1.4;     7.2;     9.6;       .;       .;     1.2;     0.9;     2.2;     0.5;     0.8;     0.7;     0.5;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.4;     2.3;    13.7;     2.0;     2.3;     1.0;     2.4;     9.2;    10.1;     9.4;     2.2;     2.3;     2.0
2020;Valkenburg aan de Geul;     1.0;     1.2;     2.9;     8.0;     9.6;     2.2;     7.2;     9.6;       .;       .;     1.2;     0.9;     2.2;     0.5;     1.0;     0.7;     0.5;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.4;     2.3;    13.7;     2.0;     2.3;     1.0;     2.4;     9.1;    10.2;     9.4;     2.7;     7.7;     2.0
2021;Valkenburg aan de Geul;     1.2;     0.8;     2.3;     6.5;     9.6;     2.2;     7.2;     9.6;       .;       .;     1.2;     0.9;     2.2;     0.7;     1.1;     0.6;     0.6;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.4;     2.3;    13.8;     2.0;     2.3;     1.0;     2.4;     9.1;    10.1;    10.1;     2.7;     2.2;     1.8
2016;Venlo;     0.9;     1.3;     5.4;    11.6;     3.8;     1.3;     3.9;     3.9;       .;       .;     0.7;     0.6;     2.2;     0.6;     0.5;     0.8;     1.3;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.5;     2.6;    52.0;     2.6;     3.5;     1.6;     1.9;     2.5;     3.6;     3.4;     2.8;     2.9;     4.8
2017;Venlo;     0.9;     1.3;     5.4;    11.6;       .;     1.3;     3.9;     4.1;       .;       .;     0.7;     0.6;     2.2;     0.6;     0.5;     0.8;     1.3;     0.4;     0.7;     5.1;     1.1;     2.3;     3.0;     2.8;     0.9;     1.0;     4.0;     3.6;     2.7;     6.3;     1.5;     2.6;    52.0;     2.6;     3.5;     1.6;     1.9;     3.2;     3.6;     3.4;     2.8;     2.9;     4.8
2018;Venlo;     1.0;     1.1;     4.4;     9.5;     3.8;     1.4;     3.9;     4.1;       .;       .;     0.7;     0.6;     2.2;     0.7;     0.5;     0.8;     1.3;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.5;     2.6;    52.0;     2.6;     3.5;     1.5;     1.9;     3.2;     4.0;     3.4;     2.8;     2.8;     4.8
2019;Venlo;     0.9;     1.1;     4.5;     9.6;     3.7;     1.4;     3.6;     3.8;       .;       .;     0.7;     0.6;     2.2;     0.6;     0.5;     0.8;     1.3;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.5;     2.6;    51.9;     2.5;     3.4;     1.6;     1.9;     3.2;     3.9;     3.3;     2.7;     2.8;     4.8
2020;Venlo;     0.9;     1.0;     3.9;     8.3;     3.8;     1.4;     3.7;     3.8;       .;       .;     0.7;     0.6;     2.2;     0.7;     0.5;     0.8;     1.5;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.5;     2.6;    51.9;     2.5;     3.4;     1.6;     1.9;     3.2;     3.9;     3.3;     2.7;     2.6;     4.8
2021;Venlo;     1.0;     1.0;     3.8;     8.1;     3.8;     1.5;     3.7;     3.9;       .;       .;     0.7;     0.6;     2.2;     0.7;     0.5;     0.8;     1.5;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.5;     2.6;    52.0;     2.5;     3.4;     1.6;     1.9;     3.2;     3.9;     3.3;    10.8;     2.1;     3.9
2016;Venray;     1.6;     0.4;     2.5;     3.5;     3.2;     2.1;     3.7;     3.7;       .;       .;     1.3;     0.9;     2.9;     1.0;     0.9;     1.4;     2.2;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     3.0;     3.2;    39.5;     3.1;     3.2;     0.8;     1.0;     1.1;    24.6;     3.0;    19.1;    16.2;     8.3
2017;Venray;     1.6;     0.4;     2.5;     3.5;       .;     1.8;     3.7;     3.8;       .;       .;     1.4;     1.0;     2.9;     1.0;     1.0;     1.4;     2.2;     0.6;     1.9;     4.4;     0.9;     2.0;     2.1;     3.9;     1.0;     1.1;    11.6;     2.4;     4.0;     4.2;     3.1;     3.3;    39.6;     3.1;     3.2;     0.8;     1.0;     1.1;    24.6;     3.1;    19.1;    16.2;     8.3
2018;Venray;     1.6;     0.4;     2.5;     3.5;     3.2;     1.8;     3.6;     3.7;       .;       .;     1.4;     1.0;     2.9;     1.0;     1.0;     1.4;     2.2;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     3.0;     3.2;    39.5;     3.1;     3.2;     0.8;     1.0;     1.1;    25.2;     3.0;    19.1;     3.0;     4.1
2019;Venray;     1.6;     0.5;     2.6;     3.5;     3.2;     1.7;     3.6;     3.7;       .;       .;     1.3;     0.9;     2.9;     1.0;     1.0;     1.3;     2.2;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     3.0;     3.2;    39.3;     3.1;     3.0;     0.8;     1.0;     1.1;    25.0;     3.0;    19.1;     3.0;     4.1
2020;Venray;     1.6;     0.5;     2.6;     3.5;     3.2;     2.0;     3.6;     3.7;       .;       .;     1.3;     0.9;     2.9;     1.0;     1.0;     1.3;     2.2;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     3.1;     3.2;    39.3;     3.1;     3.0;     0.8;     1.0;     1.1;    25.0;     3.0;    17.5;     3.1;     4.1
2021;Venray;     1.7;     0.5;     2.6;     3.5;     3.2;     1.9;     3.7;     3.7;       .;       .;     1.3;     1.0;     2.9;     1.0;     1.0;     1.4;     2.2;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     3.1;     3.2;    39.4;     3.1;     3.0;     0.8;     1.0;     2.0;    25.0;     3.0;    17.3;     3.1;     4.1
2016;Voerendaal;     0.9;     0.7;     1.5;     9.0;     5.7;     2.0;     5.7;     5.7;       .;       .;     1.4;     0.6;     4.2;     0.6;     0.5;     0.5;     2.3;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.2;     2.3;    15.0;     4.4;     4.5;     1.1;     3.1;     9.8;     5.8;     5.5;     6.6;     2.5;     4.2
2017;Voerendaal;     0.9;     0.7;     1.5;     8.8;       .;     2.0;     5.7;     5.7;       .;       .;     1.4;     0.6;     4.2;     0.6;     0.5;     0.5;     2.4;     0.6;     1.0;     3.5;     0.7;     3.1;     3.2;     5.4;     0.6;     0.7;     6.9;     1.3;     2.2;     2.0;     1.2;     2.3;    15.0;     4.4;     4.6;     1.0;     3.0;     8.8;     5.8;     5.5;     6.6;     2.5;     4.3
2018;Voerendaal;     0.9;     0.7;     1.5;     8.8;     5.7;     2.0;     5.7;     5.7;       .;       .;     1.2;     0.7;     4.2;     0.5;     0.5;     0.7;     2.4;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.2;     2.3;    15.0;     4.4;     4.6;     1.0;     3.0;     8.8;     5.8;     5.4;     6.8;     2.4;     4.3
2019;Voerendaal;     1.0;     0.6;     1.5;     9.1;     5.7;     2.0;     5.7;     5.7;       .;       .;     1.2;     0.8;     4.1;     0.6;     0.5;     0.7;     2.4;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.3;     2.4;    14.7;     4.4;     4.5;     1.0;     3.0;     8.8;     5.8;     5.4;     6.8;     2.4;     4.3
2020;Voerendaal;     1.0;     0.6;     1.4;     8.0;     5.7;     2.0;     5.7;     5.7;       .;       .;     1.5;     0.8;     4.1;     0.6;     0.5;     0.7;     2.4;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.3;     2.3;    14.7;     4.3;     4.5;     1.0;     3.0;     8.8;     5.8;     5.4;     6.8;     2.5;     4.3
2021;Voerendaal;     1.0;     0.6;     1.2;     7.1;     5.7;     2.0;     5.7;     5.7;       .;       .;     1.5;     0.8;     4.1;     0.6;     0.5;     0.7;     2.4;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.3;     2.4;    14.7;     4.4;     4.6;     1.0;     3.0;     8.9;     5.8;     5.4;     7.4;     2.4;     3.6
2016;Weert;     0.9;     1.7;     8.4;    11.5;     2.6;     2.1;     2.6;     2.6;       .;       .;     0.9;     0.8;     2.7;     0.6;     0.7;     0.9;     2.3;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.9;     4.4;    27.8;     2.6;     2.8;     0.9;     1.0;     1.1;    22.2;     2.7;    18.0;     2.5;    21.6
2017;Weert;     0.9;     1.7;     8.4;    11.5;       .;     2.1;     2.6;     2.6;       .;       .;     0.9;     0.8;     2.7;     0.6;     0.7;     0.9;     2.3;     0.4;     0.6;     4.2;     1.6;     2.5;     3.0;     3.0;     0.7;     0.8;     2.5;     2.9;     2.8;     2.4;     1.9;     4.4;    27.9;     2.6;     2.8;     0.9;     1.0;     1.1;    22.2;     2.7;    18.0;     2.5;    22.4
2018;Weert;     0.9;     1.7;     8.3;    11.5;     2.7;     2.2;     2.7;     2.7;       .;       .;     0.9;     0.8;     2.9;     0.6;     0.7;     1.1;     2.3;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.9;     4.4;    27.9;     2.7;     2.8;     0.9;     1.0;     1.1;    22.3;     2.8;    18.1;     2.5;    22.4
2019;Weert;     0.9;     1.7;     8.5;    11.6;     2.6;     2.2;     2.6;     2.6;       .;       .;     0.9;     0.8;     2.8;     0.6;     0.7;     1.0;     2.3;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.9;     4.3;    27.7;     2.7;     2.8;     0.9;     1.0;     1.1;    22.3;     2.7;    17.8;     2.5;    22.4
2020;Weert;     0.9;     1.7;     8.5;    11.6;     2.6;     2.1;     2.6;     2.6;       .;       .;     0.9;     0.8;     2.8;     0.6;     0.7;     1.0;     2.2;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.9;     4.3;    27.7;     2.6;     2.8;     0.9;     1.0;     1.1;    22.3;     2.7;    13.8;     2.4;    22.4
2021;Weert;     0.9;     1.7;     8.5;    11.6;     2.6;     2.1;     2.6;     2.6;       .;       .;     0.9;     0.8;     2.5;     0.7;     0.7;     0.9;     2.2;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.9;     4.3;    27.8;     2.7;     2.7;     1.7;     2.0;     2.1;     3.6;     2.7;    13.8;     2.5;     4.5
2016;Wierden;     1.2;     1.2;     3.7;     6.4;     7.2;     1.6;     5.8;     7.2;       .;       .;     1.1;     1.1;     2.7;     1.0;     1.2;     1.0;     5.7;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.5;     2.7;    25.3;     5.5;     5.7;     0.3;     3.1;     8.0;    20.1;     7.8;    11.9;     2.6;     6.1
2017;Wierden;     1.2;     1.3;     3.8;     6.4;       .;     1.6;     5.8;     7.2;       .;       .;     1.1;     1.1;     2.7;     1.1;     1.2;     1.0;     5.7;     0.7;     1.3;     3.2;     1.3;     2.6;     3.1;     3.7;     0.8;     0.9;     3.0;     2.6;     1.5;     3.8;     1.6;     2.7;    25.5;     5.5;     5.7;     0.3;     3.1;     7.9;    20.1;     7.8;    11.8;     2.6;     6.1
2018;Wierden;     1.2;     1.3;     3.7;     6.4;     7.2;     1.6;     5.8;     7.2;       .;       .;     1.1;     1.1;     2.7;     1.1;     1.2;     1.0;     5.7;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.5;     2.8;    25.5;     5.5;     5.7;     0.3;     3.1;     7.9;    20.1;     7.8;    11.8;     2.6;     6.1
2019;Wierden;     1.2;     1.3;     3.7;     6.3;     7.1;     1.6;     5.9;     7.1;       .;       .;     1.1;     1.1;     2.7;     1.1;     1.2;     1.0;     5.7;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.6;     2.8;    25.1;     5.4;     5.7;     0.3;     3.1;     8.0;    19.8;     8.1;    11.8;     2.5;     6.1
2020;Wierden;     1.3;     1.3;     3.2;     5.3;     7.1;     1.6;     5.9;     7.1;       .;       .;     1.1;     1.1;     2.7;     1.2;     1.2;     1.0;     5.7;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.6;     2.8;    25.1;     5.4;     5.7;     0.3;     3.1;     8.0;    19.8;     8.1;    19.6;     2.5;     5.7
2021;Wierden;     1.3;     1.3;     3.2;     5.3;     7.1;     1.6;     5.9;     7.1;       .;       .;     1.2;     1.1;     2.7;     1.2;     1.2;     1.1;     5.7;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.6;     2.8;    25.2;     5.4;     5.8;     0.3;     3.1;     8.0;    19.8;     8.1;    19.6;     2.5;     5.7
2016;Zwartewaterland;     0.9;     1.0;     1.8;     2.9;    14.1;     1.1;    13.8;    15.1;       .;       .;     1.0;     0.9;     3.6;     1.1;     1.0;     0.9;     4.5;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.1;     3.0;    30.4;     4.5;    12.3;     0.0;     0.1;     6.1;    14.4;    13.2;    18.7;    10.5;    14.5
2017;Zwartewaterland;     1.0;     1.0;     1.8;     2.9;       .;     1.1;    13.7;    15.1;       .;       .;     1.1;     1.0;     3.6;     1.1;     1.0;     0.9;     4.5;     0.5;     0.7;     4.8;     1.8;     1.2;     5.1;     1.2;     0.7;     1.0;     1.4;     2.8;     3.0;     1.1;     1.1;     3.1;    30.4;     4.6;    12.3;     0.0;     0.1;     6.4;    14.4;    13.2;    18.7;    10.5;    13.9
2018;Zwartewaterland;     0.9;     1.0;     1.8;     2.9;    14.0;     1.1;    13.5;    15.0;       .;       .;     1.1;     1.0;     3.7;     1.1;     1.0;     0.9;     4.5;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.1;     3.1;    30.4;     4.6;    12.4;     0.0;     0.1;     6.4;    14.4;    13.2;    18.6;    10.5;    14.0
2019;Zwartewaterland;     1.0;     0.9;     1.8;     2.9;    13.9;     1.1;    13.4;    14.7;       .;       .;     1.1;     1.0;     3.7;     1.1;     1.0;     0.9;     4.5;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.1;     3.1;    30.6;     4.6;    12.3;     0.0;     0.1;     6.3;    14.3;    13.2;    21.1;    10.4;    13.9
2020;Zwartewaterland;     1.0;     0.9;     1.8;     2.9;    13.8;     1.1;    13.4;    14.7;       .;       .;     1.1;     1.0;     3.7;     1.1;     1.0;     1.0;     4.5;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.1;     3.1;    30.3;     4.6;    12.3;     0.0;     0.1;     6.4;    14.3;    12.2;    21.0;    10.8;    13.9
2021;Zwartewaterland;     1.0;     0.9;     1.8;     2.9;    13.9;     1.1;    13.5;    14.8;       .;       .;     1.1;     1.0;     3.7;     1.1;     1.0;     0.9;     4.5;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.1;     3.1;    30.3;     4.6;    12.3;     0.0;     0.1;     6.4;    14.3;    12.2;    21.1;    11.1;    13.2
2016;Zwolle;     0.9;     1.3;     7.3;    14.6;     4.6;     1.2;     4.4;     4.4;       .;       .;     0.9;     0.9;     1.6;     1.6;     0.8;     0.9;     2.7;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.8;     2.4;    30.8;     3.6;     3.0;     3.1;     4.0;     6.0;     3.5;     3.4;     8.7;     1.6;     4.9
2017;Zwolle;     1.0;     1.4;     7.6;    15.3;       .;     1.2;     4.5;     4.5;       .;       .;     0.9;     0.9;     1.6;     1.6;     0.9;     0.9;     2.7;     0.4;     0.5;     2.5;     1.8;     2.3;     5.8;     2.4;     0.8;     0.9;     1.7;     4.7;     2.9;     1.5;     1.8;     6.6;    30.8;     3.6;     3.0;     3.1;     4.0;     7.0;     3.5;     3.5;     8.7;     1.6;     3.6
2018;Zwolle;     0.9;     1.5;     7.8;    15.7;     4.5;     1.2;     4.5;     4.5;       .;       .;     0.8;     0.9;     1.6;     2.1;     0.9;     0.9;     2.7;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.7;     6.5;    30.8;     8.5;     3.0;     3.1;     4.0;     6.2;     3.5;     3.5;     8.7;     1.6;     3.6
2019;Zwolle;     1.0;     1.4;     7.7;    15.5;     4.2;     1.2;     4.2;     4.2;       .;       .;     0.9;     0.9;     1.5;     2.0;     0.9;     0.9;     2.7;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.7;     6.4;    30.4;     8.4;     2.9;     3.2;     4.0;     6.2;     3.4;     3.4;     8.4;     1.7;     3.6
2020;Zwolle;     0.9;     1.3;     7.2;    14.6;     4.2;     1.2;     4.2;     4.2;       .;       .;     0.8;     0.9;     1.5;     2.1;     0.9;     0.9;     2.7;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.7;     6.4;    30.5;     8.4;     2.9;     3.2;     4.0;     6.2;     3.4;     3.4;     8.4;     1.7;     3.5
2021;Zwolle;     0.9;     1.2;     7.2;    14.5;     4.3;     1.1;     4.3;     4.3;       .;       .;     0.9;     0.9;     1.7;     2.3;     0.8;     0.9;     2.7;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.7;     6.4;    30.4;     8.4;     2.9;     3.2;     4.0;     6.2;     3.4;     3.4;     8.5;     1.6;     3.2
